fecha,temporada,semana,parcela_nombre,cultivo,variedad,n_remito,n_ciu,destino,comprador,cuadrilla,acarreo,cantidad_envases,peso_unitario_kg,bruto_kg,tara_kg,kg_total,observaciones
2025-02-19,2024,8,SY RG,vid,RED GLOBE,71682073,0,EXPO,CARRASCOSA,CARRASCOSA,CARRASCOSA,58.0,8.0,,,464,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-02-19,2024,8,6,vid,RED GLOBE,71682075,0,MI,PUTRUELE,CAMARGO,CAMARGO,721.0,9.0,,,6489,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-02-19,2024,8,7,vid,FLAME,71682076,0,PASAS,PASERO,FINCA,FINCA,938.0,16.0,,,15008,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-19,2024,8,7,vid,FLAME,71682076,0,PASAS,PASERO,LUIS F,FINCA,18.0,400.0,,,7200,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-19,2024,8,7,vid,FLAME,71682076,0,PASAS,PASERO,LUIS F,FINCA,23.0,320.0,,,7360,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-19,2024,8,SY RG,vid,SYRAH,71682071,11414231,BODEGA,MILLAN,DIAZ M,DIAZ M,,,,,10980.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-02-19,2024,8,FLAME,vid,FLAME,71682074,0,PASAS,PASERO,TORCUATO,TORCUATO,24.0,382.5,17220.0,8040.0,9180.0,Migración Excel · ORIGEN=TERCEROS · FINCA=TORCUATO · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2025-02-20,2024,8,7,vid,FLAME,71682079,0,PASAS,PASERO,FINCA,FINCA,67.0,320.0,,,21440,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-20,2024,8,7,vid,FLAME,71682079,0,PASAS,PASERO,FINCA,FINCA,2.0,400.0,,,800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-20,2024,8,7,vid,FLAME,71682079,0,PASAS,PASERO,LUIS F,FINCA,31.0,320.0,,,9920,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-20,2024,8,7,vid,FLAME,71682079,0,PASAS,PASERO,LUIS F,FINCA,14.0,400.0,,,5600,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-20,2024,8,SY RG,vid,SYRAH,71682077,11414232,BODEGA,MILLAN,DIAZ M,DIAZ M,,,,,10140.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-02-20,2024,8,SY RG,vid,SYRAH,71682078,11414233,BODEGA,BRIX,DIAZ M,DIAZ M,,,,,11420.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-02-21,2024,8,7,vid,FLAME,71682082,0,PASAS,PASERO,FINCA,FINCA,27.0,320.0,,,8640,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-21,2024,8,7,vid,FLAME,71682082,0,PASAS,PASERO,LUIS F,FINCA,21.0,320.0,,,6720,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-21,2024,8,7,vid,FLAME,71682082,0,PASAS,PASERO,LUIS F,FINCA,12.0,400.0,,,4800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-21,2024,8,6,vid,RED GLOBE,71682083,0,MI,PUTRUELE,CAMARGO,CAMARGO,715.0,9.0,,,6435,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-02-21,2024,8,SY RG,vid,SYRAH,71682080,11414234,BODEGA,MILLAN,DIAZ M,DIAZ M,,,,,7640.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-02-21,2024,8,SY RG,vid,SYRAH,71682081,11414236,BODEGA,MILLAN,DIAZ M,DIAZ M,,,,,10700.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-02-22,2024,8,PASERO,ind_pasa,SULTANINA,71682084,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,12.0,364,28960.0,12120.0,4368,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-02-22,2024,8,PASERO,ind_pasa,FLAME,71682084,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,28.0,364,28960.0,12120.0,10192,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-02-24,2024,9,7,vid,FLAME,71682085,0,PASAS,PASERO,FINCA,FINCA,38.0,320.0,,,12160,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-24,2024,9,7,vid,FLAME,71682085,0,PASAS,PASERO,LUIS F,FINCA,9.0,320.0,,,2880,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-24,2024,9,7,vid,FLAME,71682085,0,PASAS,PASERO,LUIS F,FINCA,18.0,400.0,,,7200,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-25,2024,9,6,vid,RED GLOBE,71682088,0,MI,PUTRUELE,FINCA,FINCA,616.0,9.0,,,5544,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-02-25,2024,9,7,vid,FLAME,71682089,0,PASAS,PASERO,LUIS F,FINCA,18.0,400.0,,,7200,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-25,2024,9,7,vid,FLAME,71682089,0,PASAS,PASERO,LUIS F,FINCA,27.0,320.0,,,8640,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-25,2024,9,7,vid,FLAME,71682089,0,PASAS,PASERO,FINCA,FINCA,18.0,320.0,,,5760,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-02-25,2024,9,10,vid,FLAME,71682089,0,PASAS,PASERO,FINCA,FINCA,41.5,320.0,,,13280,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-02-26,2024,9,6,vid,RED GLOBE,71682092,0,MI,PUTRUELE,CAMARGO,CAMARGO,812.0,9.0,,,7308,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-02-26,2024,9,BN,vid,BONARDA,71682091,11414237,BODEGA,BRIX,FINCA,ZARATE D,,,,,10140.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BN
2025-02-26,2024,9,BN,vid,BONARDA,71682090,11414238,BODEGA,BRIX,FINCA,ZARATE D,,,16860.0,6880.0,9980,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BN
2025-02-27,2024,9,BN,vid,BONARDA,71682093,11470478,BODEGA,MILLAN,FINCA,ZARATE D,,,20400.0,6940.0,13460,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BN
2025-02-28,2024,9,9,vid,RED GLOBE,71682095,0,MI,ERICK C,ERICK C,ERICK C,205.0,9.0,,,1845,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=9
2025-02-28,2024,9,BN,vid,BONARDA,71682094,11414239,BODEGA,CAVAS,FINCA,ZARATE D,,,,,13580.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BN
2025-03-01,2024,10,PASERO,ind_pasa,SULTANINA,71682096,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,12.0,355,29720.0,15520,4260,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-03-01,2024,10,PASERO,ind_pasa,FLAME,71682096,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,28.0,355,29720.0,15520,9940,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-03-03,2024,10,10,vid,FLAME,71682099,0,PASAS,PASERO,FINCA,FINCA,22.0,320.0,,,7040,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-03,2024,10,10,vid,FLAME,71682099,0,PASAS,PASERO,LUIS F,FINCA,24.0,320.0,,,7680,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-03,2024,10,10,vid,FLAME,71682099,0,PASAS,PASERO,LUIS F,FINCA,14.0,400.0,,,5600,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-03,2024,10,BV,vid,BONARDA,71682097,11414240,BODEGA,MILLAN,DIAZ M,DIAZ M,,,11920.0,5340.0,6580,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BV
2025-03-03,2024,10,BN,vid,BONARDA,71682098,11414241,BODEGA,BRIX,DIAZ M,DIAZ M,,,14780.0,5820.0,8960,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BN
2025-03-04,2024,10,10,vid,FLAME,815005,0,PASAS,PASERO,FINCA,FINCA,676.0,16.0,,,10816,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-04,2024,10,10,vid,FLAME,815005,0,PASAS,PASERO,LUIS F,FINCA,31.0,320.0,,,9920,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-04,2024,10,10,vid,FLAME,815005,0,PASAS,PASERO,LUIS F,FINCA,13.0,400.0,,,5200,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-04,2024,10,SY RG,vid,RED GLOBE,815006,0,MI,ERICK C,ERICK C,ERICK C,144.0,9.0,,,1296,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-04,2024,10,SY RG,vid,RED GLOBE,815006,0,MI,ERICK C,ERICK C,ERICK C,30.0,9.0,,,270,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-04,2024,10,BV,vid,BONARDA,815004,11414242,BODEGA,CAVAS,DIAZ M,DIAZ M,,,15340.0,5360.0,9980,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BV
2025-03-05,2024,10,BV,vid,BONARDA,815007,11414222,BODEGA,CEGUPA,DIAZ M,ZARATE D,,,29060.0,13560.0,15500,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BV
2025-03-05,2024,10,10,vid,FLAME,815008,0,PASAS,PASERO,FINCA,FINCA,14.0,400.0,,,5600,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-05,2024,10,10,vid,FLAME,815008,0,PASAS,PASERO,FINCA,FINCA,41.0,320.0,,,13120,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-05,2024,10,10,vid,FLAME,815008,0,PASAS,PASERO,LUIS F,FINCA,17.0,400.0,,,6800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-05,2024,10,10,vid,FLAME,815008,0,PASAS,PASERO,LUIS F,FINCA,25.0,320.0,,,8000,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-06,2024,10,10,vid,FLAME,815009,0,PASAS,PASERO,FINCA,FINCA,481.0,16.0,,,7696,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-06,2024,10,10,vid,FLAME,815009,0,PASAS,PASERO,LUIS F,FINCA,33.0,320.0,,,10560,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-06,2024,10,10,vid,FLAME,815009,0,PASAS,PASERO,LUIS F,FINCA,17.0,400.0,,,6800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-08,2024,10,SY RG,vid,RED GLOBE,815010,0,MI,ERICK C,ERICK C,ERICK C,180.0,9.0,,,1620,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-10,2024,11,6,vid,RED GLOBE,815011,0,EXPO,CARRASCOSA,CARRASCOSA,CARRASCOSA,396.0,8.0,,,3168,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-10,2024,11,GALPON,alfalfa,ALFALFA,815012,0,FARDO,PROPIO,0,0,41.0,20.0,,,820,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=GALPON
2025-03-10,2024,11,6,vid,RED GLOBE,815013,0,MI,PUTRUELE,CAMARGO,CAMARGO,408.0,9.0,,,3672,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-10,2024,11,10,vid,FLAME,815014,0,PASAS,PASERO,FINCA,FINCA,294.0,16.0,,,4704,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-10,2024,11,10,vid,FLAME,815014,0,PASAS,PASERO,LUIS F,FINCA,534.0,16.0,,,8544,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-11,2024,11,SY RG,vid,RED GLOBE,815015,0,MI,ERICK C,ERICK C,ERICK C,238.0,9.0,,,2142,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-11,2024,11,6,vid,RED GLOBE,815016,0,EXPO,CARRASCOSA,CARRASCOSA,CARRASCOSA,402.0,8.0,,,3216,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-11,2024,11,10,vid,FLAME,815017,0,PASAS,PASERO,FINCA,FINCA,928.0,16.0,,,14848,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-11,2024,11,10,vid,FLAME,815017,0,PASAS,PASERO,LUIS F,FINCA,9.0,400.0,,,3600,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-11,2024,11,10,vid,FLAME,815017,0,PASAS,PASERO,LUIS F,FINCA,35.0,320.0,,,11200,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-12,2024,11,2025-05-04 00:00:00,alfalfa,ALFALFA GL,0,0,SEMILLA,MOLINA,0,0,19.0,25.0,,,475,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=9DEJULIO · ACTIVIDAD=CULTIVO · PARRAL_ORIG=2025-05-04 00:00:00
2025-03-12,2024,11,6,vid,RED GLOBE,815018,0,EXPO,CARRASCOSA,CARRASCOSA,CARRASCOSA,421.0,8.0,,,3368,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-12,2024,11,6,vid,RED GLOBE,815019,0,MI,PUTRUELE,CAMARGO,CAMARGO,303.0,15.0,,,4545,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-12,2024,11,10,vid,FLAME,815020,0,PASAS,PASERO,FINCA,FINCA,450.0,16.0,,,7200,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-12,2024,11,10,vid,FLAME,815020,0,PASAS,PASERO,LUIS F,FINCA,8.0,400.0,,,3200,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-12,2024,11,10,vid,FLAME,815020,0,PASAS,PASERO,LUIS F,FINCA,20.0,320.0,,,6400,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=10
2025-03-12,2024,11,7,vid,FLAME,815020,0,PASAS,PASERO,FINCA,FINCA,418.0,16.0,,,6688,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-12,2024,11,7,vid,FLAME,815020,0,PASAS,PASERO,LUIS F,FINCA,7.0,400.0,,,2800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-12,2024,11,7,vid,FLAME,815020,0,PASAS,PASERO,LUIS F,FINCA,16.0,320.0,,,5120,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-13,2024,11,BN,vid,BONARDA,815021,11414221,BODEGA,OLIVER M,FINCA-LUIS,PEREZ,,,,,24660,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BN
2025-03-13,2024,11,SY RG,vid,RED GLOBE,815022,0,MI,ERICK C,ERICK C,ERICK C,227.0,9.0,,,2043,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-13,2024,11,6,vid,RED GLOBE,815023,0,EXPO,CARRASCOSA,CARRASCOSA,CARRASCOSA,408.0,8.0,,,3264,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-13,2024,11,6,vid,RED GLOBE,815024,0,MI,PUTRUELE,CAMARGO,CAMARGO,224.0,15.0,,,3360,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-14,2024,11,6,vid,RED GLOBE,815025,0,EXPO,CARRASCOSA,CARRASCOSA,CARRASCOSA,401.0,8.0,,,3208,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-14,2024,11,6,vid,RED GLOBE,815026,0,MI,PUTRUELE,CAMARGO,CAMARGO,261.0,15.0,,,3915,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-14,2024,11,7,vid,FLAME,815027,0,PASAS,PASERO,FINCA,FINCA,7.0,400.0,,,2800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-14,2024,11,7,vid,FLAME,815027,0,PASAS,PASERO,LUIS F,FINCA,15.0,320.0,,,4800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-14,2024,11,7,vid,FLAME,815027,0,PASAS,PASERO,FINCA,FINCA,15.0,400.0,,,6000,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-14,2024,11,7,vid,FLAME,815027,0,PASAS,PASERO,LUIS F,FINCA,40.0,320.0,,,12800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-15,2024,11,PASERO,ind_pasa,FIESTA,815028,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,28.0,443,33240.0,15520,12404,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-03-15,2024,11,PASERO,ind_pasa,FLAME,815028,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,12.0,443,33240.0,15520,5316,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-03-15,2024,11,SY RG,vid,RED GLOBE,815029,0,MI,ERICK C,ERICK C,ERICK C,228.0,9.0,,,2052,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-17,2024,12,BV,vid,BONARDA,815030,11414220,BODEGA,MILLAN,DIAZ M,DIAZ M,,,,,9420.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BV
2025-03-17,2024,12,6,vid,RED GLOBE,815031,0,MI,CARRASCOSA,CARRASCOSA,CARRASCOSA,194.0,13.0,,,2522,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-17,2024,12,7,vid,FLAME,815032,0,PASAS,PASERO,FINCA,FINCA,2.0,400.0,,,800,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-17,2024,12,7,vid,FLAME,815032,0,PASAS,PASERO,FINCA,FINCA,25.0,320.0,,,8000,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-17,2024,12,7,vid,FLAME,815032,0,PASAS,PASERO,LUIS F,FINCA,15.0,400.0,,,6000,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-17,2024,12,7,vid,FLAME,815032,0,PASAS,PASERO,LUIS F,FINCA,28.0,320.0,,,8960,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=7
2025-03-18,2024,12,BN,vid,BONARDA,815036,11414216,BODEGA,OLIVER M,FINCA-LUIS,PEREZ,,,,,8700.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BN
2025-03-18,2024,12,BV,vid,BONARDA,815035,11414217,BODEGA,CAVAS,DIAZ M,DIAZ M,,,,,9680.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BV
2025-03-18,2024,12,BN,vid,BONARDA,815034,11414218,BODEGA,OLIVER M,FINCA-LUIS,LUIS,,,,,10940.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BN
2025-03-18,2024,12,BV,vid,BONARDA,815033,11414219,BODEGA,CAVAS,DIAZ M,DIAZ M,,,,,9340.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BV
2025-03-18,2024,12,SY RG,vid,RED GLOBE,815037,0,MI,ERICK C,ERICK C,ERICK C,154.0,9.0,,,1386,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-18,2024,12,6,vid,RED GLOBE,815038,0,MI,CARRASCOSA,CARRASCOSA,CARRASCOSA,282.0,13.0,,,3666,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-19,2024,12,8,vid,BONARDA,815042,11414213,BODEGA,CEGUPA,FINCA-LUIS,PEREZ,,,,,9140.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
