fecha,temporada,semana,parcela_nombre,cultivo,variedad,n_remito,n_ciu,destino,comprador,cuadrilla,acarreo,cantidad_envases,peso_unitario_kg,bruto_kg,tara_kg,kg_total,observaciones
2025-03-19,2024,12,BV,vid,BONARDA,815041,11414214,BODEGA,BRIX,DIAZ M,DIAZ M,,,,,10520.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=BV
2025-03-19,2024,12,8,vid,BONARDA,815040,11414215,BODEGA,BRIX,DIAZ M,DIAZ M,,,,,8940.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-19,2024,12,6,vid,RED GLOBE,815043,0,MI,CARRASCOSA,CARRASCOSA,CARRASCOSA,263.0,13.0,,,3419,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-19,2024,12,6,vid,RED GLOBE,815044,0,MI,PUTRUELE,CAMARGO,CAMARGO,270.0,15.0,,,4050,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-20,2024,12,8,vid,BONARDA,815047,11414210,BODEGA,CEGUPA,FINCA-LUIS,PEREZ,,,,,25960.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-20,2024,12,8,vid,BONARDA,815046,11414211,BODEGA,BRIX,DIAZ M,DIAZ M,,,,,10020.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-20,2024,12,8,vid,BONARDA,815045,11414212,BODEGA,OLIVER M,DIAZ M,DIAZ M,,,,,10700.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-20,2024,12,SY RG,vid,RED GLOBE,815048,0,MI,ERICK C,ERICK C,ERICK C,110.0,9.0,,,990,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-21,2024,12,8,vid,BONARDA,815049,11414230,BODEGA,CEGUPA,DIAZ M,DIAZ M,,,,,8540.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-21,2024,12,8,vid,BONARDA,815050,11414235,BODEGA,CEGUPA,DIAZ M,DIAZ M,,,,,10560.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-21,2024,12,8,vid,BONARDA,71692951,11491316,BODEGA,CEGUPA,FINCA-LUIS,PEREZ,,,,,17040.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-21,2024,12,6,vid,RED GLOBE,71692952,0,MI,ERICK C,ERICK C,ERICK C,179.0,9.0,,,1611,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-22,2024,12,PASERO,ind_pasa,FIESTA,71692953,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,40.0,462.5,,,18500.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-03-25,2024,13,SULTANINA,chacra,ZAPALLO,71692954,0,MI,BACA D,MERCADO,MERCADO,,,11560.0,6280.0,5280,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2025-03-25,2024,13,SULTANINA,chacra,ZAPALLO,71692955,0,DESC,BACA D,MERCADO,MERCADO,,,,,1722.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2025-03-25,2024,13,SULTANINA,chacra,ZAPALLO,71692956,0,DESC,ANDRES,MERCADO,MERCADO,,,,,700.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2025-03-26,2024,13,8,vid,BONARDA,71692958,11494790,BODEGA,CEGUPA,FINCA-LUIS,PEREZ,,,,,12840.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-26,2024,13,8,vid,BONARDA,71692957,11498109,BODEGA,CEGUPA,DIAZ M,DIAZ M,,,,,9180.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-26,2024,13,8,vid,BONARDA,71692958,11498110,BODEGA,CEGUPA,FINCA-LUIS,PEREZ,,,,,19640.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-26,2024,13,8,vid,BONARDA,71692959,11498111,BODEGA,CEGUPA,DIAZ M,DIAZ M,,,,,10920.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=8
2025-03-27,2024,13,SY RG,vid,RED GLOBE,71692960,11498112,BODEGA,CEGUPA,DIAZ M,DIAZ M,,,,,8800.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-27,2024,13,6,vid,RED GLOBE,71692961,11498113,BODEGA,CEGUPA,DIAZ M,DIAZ M,,,,,9400.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-27,2024,13,SY RG,vid,RED GLOBE,71692962,11498114,BODEGA,CEGUPA,FINCA-LUIS,PEREZ,,,,,22340.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SY RG
2025-03-28,2024,13,SULTANINA,chacra,ZAPALLO,71692963,0,MI,ANDRES,MERCADO,MERCADO,,,,,937.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2025-03-28,2024,13,6,vid,RED GLOBE,71692964,11498115,BODEGA,CEGUPA,FINCA-LUIS,PEREZ,,,,,18920.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=6
2025-03-29,2024,13,14,vid,BONARDA,71692965,,BODEGA,CARRIZOS,CARRIZOS,CARRIZOS,,,,,1200.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=14
2025-04-03,2024,14,SULTANINA,chacra,ZAPALLO,71692966,0,MI,MARCOS,MERCADO,MERCADO,,,,,1000.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2025-04-04,2024,14,PASERO,ind_pasa,FIESTA,71692967,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,16.0,449.25,,,7188,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-04-04,2024,14,PASERO,ind_pasa,FLAME,71692967,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,16.0,449.25,,,7188,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-05-05,2025,14,PASERO,ind_pasa,FLAME,71692969,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,36.0,606.8888889,34060.0,12212,21848,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-05-05,2025,14,PASERO,ind_pasa,FLAME,71692968,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,40.0,578,36540.0,13420,23120,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-05-23,2025,17,PASERO,ind_pasa,FLAME,71692971,0,RAMA_PASA,NATURAL FOOD,FINCA,NATURAL F,22.0,588.1818182,25940.0,13000.0,12940,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-05-29,2025,17,PASERO,ind_pasa,FLAME,71692972,0,RAMA_PASA,NATURAL FOOD,FINCA,NATURAL F,24.0,549.1666667,26240.0,13060.0,13180,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-03,2025,,PASERO,ind_pasa,FLAME,71692973,0,RAMA_PASA,NATURAL FOOD,FINCA,NATURAL F,24.0,555,26420.0,13100.0,13320,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-04,2025,,PASERO,ind_pasa,FLAME,71692977,0,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,36.0,478.5555556,29580.0,12352,17228,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-05,2025,,PASERO,ind_pasa,FLAME,71692978,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,36.0,457.4444444,,,16468.0,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-11,2025,,PASERO,ind_pasa,FLAME,71692982,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,36.0,473.5555556,29440.0,12392,17048,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-12,2025,,PASERO,ind_pasa,FLAME,71692983,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,36.0,496.3333333,30220.0,12352,17868,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-13,2025,,PASERO,ind_pasa,FLAME,71692984,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,40.0,492,33060.0,13380,19680,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-19,2025,,PASERO,ind_pasa,FLAME,71692985,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,36.0,465.7777778,29120.0,12352,16768,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-24,2025,,PASERO,ind_pasa,FLAME,71692986,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,38.0,451.1578947,29500.0,12356,17144,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-06-26,2025,,PASERO,ind_pasa,SULTANINA,71692987,,RAMA_PASA,NATURAL FOOD,FINCA,NATURAL F,23.0,514.7826087,24900.0,13060.0,11840,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-07-03,2025,,PASERO,ind_pasa,FLAME,71692988,,RAMA_PASA,NATURAL FOOD,FINCA,NATURAL F,24.0,425,23300.0,13100.0,10200,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-07-04,2025,,PASERO,ind_pasa,FLAME,71692989,,RAMA_PASA,NATURAL FOOD,FINCA,NATURAL F,10.0,432,10820.0,6500.0,4320,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-07-14,2025,,PASERO,ind_pasa,FLAME,71692990,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,36.0,286.8888889,24660.0,14332,10328,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-07-14,2025,,PASERO,ind_pasa,FLAME,71692991,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,36.0,283,24520.0,14332,10188,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-07-15,2025,,PASERO,ind_pasa,SUPERIOR,71692992,,RAMA_PASA,VIZCAINO,FINCA,VIZCAINO,13.0,278,9940.0,6326,3614,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=INDUSTRIA · PARRAL_ORIG=PASERO
2025-12-22,2025,,SUPERIOR,vid,SUPERIOR,70111844,,MI,CASARES,CASARES,CASARES,428.0,10.0,,,4280,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=CAUCETE · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SUPERIOR
2025-12-22,2025,,SUPERIOR,vid,SUPERIOR,70111844,,MI,CASARES,CASARES,CASARES,162.0,12.0,,,1944,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=CAUCETE · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SUPERIOR
2026-12-23,2026,,SUPERIOR,vid,SUPERIOR,70111845,,MI,CASARES,CASARES,CASARES,419.0,10.0,,,4190,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=CAUCETE · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SUPERIOR
2026-12-23,2026,,SUPERIOR,vid,SUPERIOR,70111845,,MI,CASARES,CASARES,CASARES,31.0,12.0,,,372,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=CAUCETE · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SUPERIOR
2026-01-09,2025,1,SULTANINA,chacra,ZAPALLO,71692984,,MI,RUGIERI,MOLINA,RUGIERI,,,14520.0,9600.0,4920,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-12,2025,2,SUPERIOR,vid,SUPERIOR,70111867,,MI,CASARES,CASARES,CASARES,149.0,12.0,,,1788,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=CAUCETE · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SUPERIOR
2026-01-12,2025,2,SUPERIOR,vid,SUPERIOR,70111867,,MI,CASARES,CASARES,CASARES,248.0,10.0,,,2480,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=CAUCETE · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SUPERIOR
2026-01-16,2025,3,SULTANINA,vid,SULTANINA,71692998,,PASAS,PASERO,TORO M,TORO M,309.0,15.01618123,10660.0,6020.0,4640,Migración Excel · ORIGEN=TERCEROS · FINCA=MAXI D · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-16,2025,3,SULTANINA,vid,SULTANINA,71692998,,PASAS,PASERO,TORO M,TORO M,191.0,13.5078534,8340.0,5760.0,2580,Migración Excel · ORIGEN=TERCEROS · FINCA=MAXI D · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-17,2025,2,SULTANINA,chacra,SANDIA,17702,,MI,VILLEGAS,MOLINA,VILLEGAS,,,14800.0,8580.0,6220,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-19,2025,3,FLAME,vid,FLAME,17703,,PASAS,PASERO,DIAZ M,DIAZ M,24.0,328.3333333,14940.0,7060.0,7880,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-19,2025,3,FLAME,vid,FLAME,17706,,PASAS,PASERO,DIAZ M,DIAZ M,15.0,441.3333333,12220.0,5600.0,6620,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-19,2025,3,SULTANINA,vid,SULTANINA,17707,,PASAS,PASERO,TORO M,TORO M,240.0,17.08333333,10180.0,6080.0,4100,Migración Excel · ORIGEN=TERCEROS · FINCA=MAXI D · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-19,2025,3,SULTANINA,vid,SULTANINA,17707,,PASAS,PASERO,TORO M,TORO M,257.0,16.25291829,10269.0,6092.0,4177,Migración Excel · ORIGEN=TERCEROS · FINCA=MAXI D · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-19,2025,3,FLAME,vid,FLAME,17708,,PASAS,PASERO,DIAZ M,DIAZ M,24.0,352.5,15520.0,7060.0,8460,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-19,2025,3,15,vid,FLAME,17709,,PASAS,PASERO,FINCA,FINCA,419.0,18.0,,,7542,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=15
2026-01-20,2025,3,FLAME,vid,FLAME,17710,,PASAS,PASERO,DIAZ M,DIAZ M,20.0,372,13560.0,6120.0,7440,Migración Excel · ORIGEN=TERCEROS · FINCA=GARCIA W · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-20,2025,3,FLAME,vid,FLAME,17711,,PASAS,PASERO,DIAZ M,DIAZ M,16.0,440,12680.0,5640.0,7040,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-20,2025,3,FLAME,vid,FLAME,17712,,PASAS,PASERO,DIAZ M,DIAZ M,20.0,382,13640.0,6000.0,7640,Migración Excel · ORIGEN=TERCEROS · FINCA=GARCIA W · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-20,2025,3,FLAME,vid,FLAME,17713,,PASAS,PASERO,DIAZ M,DIAZ M,24.0,340,15220.0,7060.0,8160,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-20,2025,3,FLAME,vid,FLAME,17714,,PASAS,PASERO,DIAZ M,DIAZ M,16.0,486.25,13420.0,5640.0,7780,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-20,2025,3,FLAME,vid,FLAME,17715,,PASAS,PASERO,TORCUATO,TORCUATO,24.0,388.3333333,17180.0,7860.0,9320,Migración Excel · ORIGEN=TERCEROS · FINCA=TORCUATO · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-21,2025,3,FLAME,vid,FLAME,17716,,PASAS,PASERO,DIAZ M,DIAZ M,20.0,368,13360.0,6000.0,7360,Migración Excel · ORIGEN=TERCEROS · FINCA=GARCIA W · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-21,2025,3,FLAME,vid,FLAME,17717,,PASAS,PASERO,DIAZ M,DIAZ M,20.0,364,13400.0,6120.0,7280,Migración Excel · ORIGEN=TERCEROS · FINCA=GARCIA W · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-20,2025,3,11,vid,FLAME,17718,,PASAS,PASERO,FINCA,FINCA,432.0,18.0,,,7776,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=11
2026-01-21,2025,3,11,vid,FLAME,17719,,PASAS,PASERO,FINCA,FINCA,641.0,18.0,,,11538,Migración Excel · ORIGEN=LOS LIRIOS · FINCA=MEDIAGUA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=11
2026-01-22,2025,3,FLAME,vid,FLAME,17720,,PASAS,PASERO,DIAZ M,DIAZ M,20.0,394,14000.0,6120.0,7880,Migración Excel · ORIGEN=TERCEROS · FINCA=GARCIA W · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-22,2025,3,FLAME,vid,FLAME,17721,,PASAS,PASERO,DIAZ M,DIAZ M,20.0,396,13920.0,6000.0,7920,Migración Excel · ORIGEN=TERCEROS · FINCA=GARCIA W · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-22,2025,3,FLAME,vid,FLAME,17722,,PASAS,PASERO,UBINO,UBINO,348.0,16.55172414,12060.0,6300.0,5760,Migración Excel · ORIGEN=TERCEROS · FINCA=UBINO J · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-22,2025,3,FLAME,vid,FLAME,17723,,PASAS,PASERO,DIAZ M,DIAZ M,12.0,361.6666667,10460.0,6120.0,4340,Migración Excel · ORIGEN=TERCEROS · FINCA=GARCIA W · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-22,2025,3,FLAME,vid,FLAME,17724,,PASAS,PASERO,DIAZ M,DIAZ M,13.0,485,13400.0,5640.0,6305,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-22,2025,3,SULTANINA,vid,SULTANINA,17724,,PASAS,PASERO,DIAZ M,DIAZ M,3.0,485,13400.0,5640.0,1455,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-22,2025,3,FLAME,vid,FLAME,17725,,PASAS,PASERO,DIAZ M,DIAZ M,16.0,496.25,13580.0,5640.0,7940,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-21,2025,3,SULTANINA,vid,SULTANINA,17726,,PASAS,PASERO,DIAZ M,DIAZ M,16.0,445,12760.0,5640.0,7120,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-21,2025,3,FLAME,vid,FLAME,17727,,PASAS,PASERO,DIAZ M,DIAZ M,9.0,329.1666667,14960.0,7060.0,2962.5,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-21,2025,3,SULTANINA,vid,SULTANINA,17727,,PASAS,PASERO,DIAZ M,DIAZ M,15.0,329.1666667,14960.0,7060.0,4937.5,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-22,2025,3,FLAME,vid,FLAME,17728,,PASAS,PASERO,DIAZ M,DIAZ M,24.0,358.3333333,15660.0,7060.0,8600,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-22,2025,3,FLAME,vid,FLAME,17729,,PASAS,PASERO,TORCUATO,TORCUATO,26.0,394.6153846,18240.0,7980.0,10260,Migración Excel · ORIGEN=TERCEROS · FINCA=TORCUATO · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-21,2025,3,FLAME,vid,FLAME,17730,,PASAS,PASERO,TORCUATO,TORCUATO,10.0,318,10980.0,7800.0,3180,Migración Excel · ORIGEN=TERCEROS · FINCA=TORCUATO · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-21,2025,3,SULTANINA,vid,SULTANINA,17731,,PASAS,PASERO,TORO M,TORO M,310.0,16.19354839,11200.0,6180.0,5020,Migración Excel · ORIGEN=TERCEROS · FINCA=MAXI D · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-21,2025,3,SULTANINA,vid,SULTANINA,17731,,PASAS,PASERO,TORO M,TORO M,190.0,16.73684211,9180.0,6000.0,3180,Migración Excel · ORIGEN=TERCEROS · FINCA=MAXI D · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-22,2025,3,SULTANINA,vid,SULTANINA,17732,,PASAS,PASERO,TORO M,TORO M,368.0,15.05434783,11780.0,6240.0,5540,Migración Excel · ORIGEN=TERCEROS · FINCA=MAXI D · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-22,2025,3,SULTANINA,vid,SULTANINA,17732,,PASAS,PASERO,TORO M,TORO M,120.0,21.16666667,8500.0,5960.0,2540,Migración Excel · ORIGEN=TERCEROS · FINCA=MAXI D · ACTIVIDAD=CULTIVO · PARRAL_ORIG=SULTANINA
2026-01-23,2025,3,FLAME,vid,FLAME,17733,,PASAS,PASERO,UBINO,UBINO,350.0,16.4,12040.0,6300.0,5740,Migración Excel · ORIGEN=TERCEROS · FINCA=UBINO J · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-23,2025,4,FLAME,vid,FLAME,17734,,PASAS,PASERO,DIAZ M,DIAZ M,20.0,361,13220.0,6000.0,7220,Migración Excel · ORIGEN=TERCEROS · FINCA=SABA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-23,2025,4,FLAME,vid,FLAME,17735,,PASAS,PASERO,UBINO,UBINO,300.0,17,11300.0,6200.0,5100,Migración Excel · ORIGEN=TERCEROS · FINCA=UBINO J · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-23,2025,4,FLAME,vid,FLAME,17736,,PASAS,PASERO,DIAZ M,DIAZ M,16.0,470,13160.0,5640.0,7520,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-23,2025,4,FLAME,vid,FLAME,17737,,PASAS,PASERO,DIAZ M,DIAZ M,24.0,358.3333333,15660.0,7060.0,8600,Migración Excel · ORIGEN=TERCEROS · FINCA=VICENTE P · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-23,2025,4,FLAME,vid,FLAME,17738,,PASAS,PASERO,DIAZ M,DIAZ M,20.0,373,13580.0,6120.0,7460,Migración Excel · ORIGEN=TERCEROS · FINCA=SABA · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
2026-01-23,2025,4,FLAME,vid,FLAME,17739,,PASAS,PASERO,UBINO,UBINO,295.0,17.55932203,11380.0,6200.0,5180,Migración Excel · ORIGEN=TERCEROS · FINCA=UBINO J · ACTIVIDAD=CULTIVO · PARRAL_ORIG=FLAME
